,address,name,online_order,book_table,rating,votes,location,cuisines,cost_per_person,type_of_restaurant
1935,"115, 3rd Main, Dollar's Colony, 4th Phase, JP Nagar, Bangalore",Iyengar's Bakery,No,No,0.0,0,JP Nagar,"Bakery, Fast Food",300.0,Desserts
1936,"203, Nanjundeshwara Layout, 5h Phase, JP Nagar, Bangalore",Cocoa 'n' CrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¨me,No,No,3.5,11,JP Nagar,"Bakery, Desserts",125.0,Desserts
1937,"Kothnur Village Main Road, Nataraja Layout, 7th Phase, JP Nagar, Bangalore",DG Juice Club,No,No,0.0,0,JP Nagar,"Beverages, Desserts",125.0,Desserts
1938,"24th Main, JP Nagar, Bangalore",Lassi Shop,Yes,No,0.0,0,JP Nagar,"Ice Cream, Beverages",40.0,Desserts
1939,"18, 24th Main Road, Aurobindo Marg, Opposite Sobha Tulip Apartment, 5th Phase, JP Nagar, Bangalore",Artinci Artisanal Ice Cream,Yes,No,0.0,0,JP Nagar,"Desserts, Ice Cream",150.0,Desserts
1940,"96, 29th Main, 23rd Cross, 2nd Stage, BTM, Bangalore",eat.fit,Yes,No,4.5,1179,BTM,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",250.0,Desserts
1941,"1, 7th Main Rd, NS Palya, Stage 2, BTM 2nd Stage, Bengaluru, Karnataka",Warm Oven,Yes,No,3.9,33,BTM,"Bakery, Desserts",250.0,Desserts
1942,"Vaibhavi Complex, 4th Main, NS Palya, 2nd Stage, BTM, Bangalore",BTM Cakes,Yes,No,3.3,8,BTM,"Bakery, Desserts",200.0,Desserts
1943,"21,7th Main Road,NS Palya, BTM 2nd stage, BTM, Bangalore",Bangali Babu Restaurant,No,No,0.0,0,BTM,"Mithai, Desserts, Fast Food",125.0,Desserts
1944,"01, 1st maim NS palya industrial area BTM, Bangalore",Wow Lassi House,No,No,0.0,0,BTM,"Beverages, Desserts",100.0,Desserts
1945,"80, 3rd Main Rd, Royal Residency Layout, BTM 4th Stage, Hulimavu, BTM, Bangalore",Whisk' N Creme',No,No,3.5,11,BTM,Bakery,150.0,Desserts
1946,"61, 8th Cross, DC Halli Main Road, Kaveri Nagar, Bommanahalli, Bangalore",Bake The Cake,No,No,0.0,0,Bommanahalli,Bakery,200.0,Desserts
1947,"Near Bank Of India ATM, Ramka Colony, Bilekahalli, Marathahalli, Bangalore",Mumbai Kulfi,Yes,No,0.0,0,Marathahalli,"Desserts, Ice Cream",100.0,Desserts
1948,"Arakere Gate, Next to HSBC, Opposite Reliance Mart, Bannerghatta Road, Bangalore",Hyderabad Biryaani House,Yes,No,3.6,796,Bannerghatta Road,"Biryani, North Indian, Chinese",275.0,Dine-out
1949,"7, DSR Galleria, Opp Kalyani Motors, Bilekahalli Gate, Bannerghatta Road, Bangalore",Seasons,Yes,Yes,3.8,500,Bannerghatta Road,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",500.0,Dine-out
1950,"500, 2nd Floor, 2nd Block, 6th Stage, Near Sai Baba Temple, Arekere, Bannerghatta Road, Bangalore",Simply Indian,Yes,Yes,3.9,681,Bannerghatta Road,"North Indian, Chinese, Seafood, Biryani, Mangalorean",400.0,Dine-out
1951,"5, 17th Main, 5th Cross, Behind Vijaya Enclave, Kodichickenahalli Road, Vijaya Bank Layout, Billekahalli, Bannerghatta Road, Bangalore",Dande's Hyderabad Biryani,Yes,No,3.8,207,Bannerghatta Road,"Biryani, Andhra, North Indian",350.0,Dine-out
1952,"3, Arakere Gate, Bannerghatta Road, Bangalore",Chung Wah,Yes,No,4.0,532,Bannerghatta Road,"Chinese, Thai, Momos, Vietnamese",400.0,Dine-out
1953,"Kembathahalli Road, Gottigere, Near Bannerghatta Main Road, Bannerghatta Road, Bangalore",Tisano Cafe,Yes,No,3.8,54,Bannerghatta Road,"Cafe, Fast Food, Chinese, Continental",250.0,Dine-out
1954,"Shop 2, Ground Floor, Shree Durga Complex, Nobel Residency Road, Off Begur Main Road, Bannerghatta Road, Bangalore",Pika's Kitchen,Yes,No,3.4,24,Bannerghatta Road,"Continental, Italian",400.0,Dine-out
1955,"1st Floor, 173, Bannerghatta Road, Bilekahalli, Bangalore",Nellore Ruchulu,Yes,No,3.7,31,Bannerghatta Road,"North Indian, South Indian, Chinese",400.0,Dine-out
1956,"1035, 5th Cross, 13th Main, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Shanghai Court,Yes,No,4.2,421,Bannerghatta Road,"Chinese, Thai",350.0,Dine-out
1957,"13, Opposite Auchan Hyper Market, Bannerghatta Road, Bangalore",Chicken County Grand,Yes,No,3.9,319,Bannerghatta Road,"North Indian, Chinese",325.0,Dine-out
1958,"15/1, Opposite Shopper's Stop, Bannerghatta Road, Bangalore",Punjabi Times,Yes,Yes,4.1,1025,Bannerghatta Road,North Indian,500.0,Dine-out
1959,"9/10/9/1, Hulimavu Begur Road, 80 Ft Road, Near DLF Township, Bannerghatta Road, Bangalore",Elegant Dining,Yes,Yes,3.6,225,Bannerghatta Road,"Biryani, North Indian, Chinese",350.0,Dine-out
1960,"1, Pai Layout, Hulimavu Gate Main Road, Off Bannerghatta Road, Bangalore.",Cafe Kabana,No,Yes,4.0,200,Bannerghatta Road,"Cafe, Continental",350.0,Dine-out
1961,"7, 2nd Floor, Krish Towers, Arekere Signal, Bannerghatta Road, Bangalore",Dadi's Dum Biryani,Yes,Yes,4.0,739,Bannerghatta Road,"Biryani, North Indian, Mughlai",400.0,Dine-out
1962,"Opposite DLF New Town, Akshayanagar, Hulimavu Road, Bannerghatta Road, Bangalore",Veruthe Oru Thattukada,No,No,3.8,149,Bannerghatta Road,"Kerala, South Indian",200.0,Dine-out
1963,"7, Doddakammanahalli Main Road, Central Excise Layout, Phase 2, Bannerghatta Road, Bangalore",Butterly,Yes,No,3.9,102,Bannerghatta Road,"Cafe, Bakery, Beverages",225.0,Dine-out
1964,"176, 1st Floor, Above Vodafone Store, Opposite Brand Factory, Bannerghatta Road, Bangalore",Kundana,Yes,No,3.7,110,Bannerghatta Road,"Andhra, Biryani",400.0,Dine-out
1965,"2, Hill Crest, House Of Hiranandani, Akshayanagar, Bannerghatta Road, Bangalore",Cafe Conico,No,No,0.0,0,Bannerghatta Road,"Cafe, Beverages",300.0,Dine-out
1966,"1-2, Near Bhaganagar Bus Stop, Shankarnaga Road, Bhaganagar Layout, Gottigere, Bannerghatta Road, Bangalore",Black Mug Cafe,Yes,No,3.7,171,Bannerghatta Road,Cafe,150.0,Dine-out
1967,"7, Ground Floor, RR Commercial Complex, Akshay Nagar, Bannerghatta Road, Bangalore",#refuel,Yes,No,3.7,37,Bannerghatta Road,"Cafe, Beverages",200.0,Dine-out
1968,"75/1, Hulimavu Gate, Bannerghatta Road, Bangalore",Malabar Mess,No,No,3.7,43,Bannerghatta Road,Kerala,125.0,Dine-out
1969,"6 Ground Floor, RR Commercial Complex, AkshayNagar, DLF New Town, Bannerghatta Road, Bangalore",Hotel Brundavan,Yes,No,0.0,0,Bannerghatta Road,"South Indian, North Indian, Chinese",125.0,Dine-out
1970,"Sir M Visveswaraya Road, Nyanappana Halli, Hulimavu",Krishna Vijayashree,Yes,No,3.5,13,Bannerghatta Road,"Biryani, North Indian, Chinese",350.0,Dine-out
1971,"81, LA Prosperite, DLF City Road, Near Arkere Saibaba Temple, 6th Stage, 2nd Phase, Bannerghatta Road, Bangalore",Pallavas Veg Cuisine,Yes,No,3.6,46,Bannerghatta Road,"North Indian, South Indian, Chinese",300.0,Dine-out
1972,"53/A, Hulimavu, Bannerghatta Main Road, Bannerghatta Road, Bangalore",Guru Palace,Yes,No,3.1,106,Bannerghatta Road,"Chinese, North Indian",225.0,Dine-out
1973,"1st Floor, 16, Survey Number 13, Omkar Nagar, Arekere, Bannerghatta Road, Bangalore",Suryawanshi,Yes,No,3.7,16,Bannerghatta Road,"Maharashtrian, Seafood",350.0,Dine-out
1974,"10, Near Maruti Sagar Automobiles, Bhavani Layout, Bannerghatta Road, Bangalore",Savoury - Sea Shell Restaurant,Yes,Yes,3.9,1227,Bannerghatta Road,"Arabian, North Indian, Chinese, Seafood, Biryani, Rolls, Beverages",450.0,Dine-out
1975,"Tulips Resort & Amusement Park, 18th K.M, Bannerghatta Road, Bangalore",Tulips,No,No,3.1,19,Bannerghatta Road,"North Indian, South Indian, Chinese, Continental",400.0,Dine-out
1976,"227,Sitaram Complex, Bilekahalli,opp to IIM-B, Bannerghatta Road, Bangalore",Vaho Kafe & Pressery,No,No,3.9,124,Bannerghatta Road,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",250.0,Dine-out
1977,"Arekere Village, 80 Feet Road, Opposite Paramount Apartments, Bannerghatta Road, Bangalore",Kabab Treat,Yes,No,2.8,335,Bannerghatta Road,"North Indian, Chinese",250.0,Dine-out
1978,"128/54/10, Ground Floor, Opposite IIM - B, above A2B Dasarapalya, Bannerghatta Road, Bangalore",Dreamcatcher,Yes,No,3.9,49,Bannerghatta Road,Cafe,300.0,Dine-out
1979,"357/4, Suguma Nagar, Opposite DLF New Town, Begur Road, Bannerghatta Road, Bangalore",Chef & Dine,Yes,No,3.2,57,Bannerghatta Road,"North Indian, Arabian, Fast Food",325.0,Dine-out
1980,"97/2, Gottigere, Bannerghatta Road, Bangalore",Guru Greens,No,No,3.8,89,Bannerghatta Road,"North Indian, Chinese",275.0,Dine-out
1981,"154, Opposite HSBC Bank, Bilekahalli, Bannerghatta Road, Bangalore",A2B - Adyar Ananda Bhavan,Yes,No,2.7,425,Bannerghatta Road,"South Indian, North Indian, Chinese, Street Food",200.0,Dine-out
1982,"16, Survey Number 13, Omkar Nagar, Arekere, Bannerghatta Road, Bangalore",Malhar Maharashtrian Cuisine,Yes,No,4.0,101,Bannerghatta Road,Maharashtrian,250.0,Dine-out
1983,"633/B555, Panduranga Nagar, Near Arekere Gate, Bannerghatta Road, Bangalore",Hyderabadi Bawarchi,Yes,No,3.2,133,Bannerghatta Road,"North Indian, Chinese, Biryani",250.0,Dine-out
1984,"Eagle Ridge Resort, Begur- Koppa Road, Near Bannerghatta Road, Bangalore",Eagle Ridge,No,Yes,3.2,8,Bannerghatta Road,"South Indian, North Indian, Chinese",350.0,Dine-out
1985,"31, 1st Floor, RR Images, Panduranga Nagar, Near Arakere, Bannerghatta Road, Bangalore",Beijing Bites,No,No,2.7,160,Bannerghatta Road,"Chinese, Thai",425.0,Dine-out
1986,"Gopalan Innovation Mall, Bannerghatta Road, Bangalore",Cafe Coffee Day,No,No,3.6,19,Bannerghatta Road,"Cafe, Fast Food",450.0,Dine-out
1987,"1065/A, 5th Cross, 13th Main, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Sri Bhagya Grand,Yes,No,3.4,186,Bannerghatta Road,"South Indian, North Indian, Chinese, Street Food, Beverages",225.0,Dine-out
1988,"4, 1st Cross, Christ School Road, Bhavani Layout, Bannerghatta Road, Bangalore",Cafe Arabica,No,No,3.8,69,Bannerghatta Road,"Cafe, Bakery",350.0,Dine-out
1989,"Opposite Gottigere Lake Road, Bannerghatta Road, Bangalore",Upahar Banashree,Yes,No,3.4,18,Bannerghatta Road,"South Indian, North Indian",200.0,Dine-out
1990,"Vega City, Dollars Colony, Bannerghatta Road, Bangalore",Starbucks,No,No,3.9,52,Bannerghatta Road,"Cafe, Desserts",350.0,Dine-out
1991,"No 173, Munivenkatappa Layout, Bilekahalli, Opp Ranka Colony, Bannerghatta Road",Sakshi,Yes,No,3.0,38,Bannerghatta Road,"North Indian, Biryani, Chinese, Seafood",275.0,Dine-out
1992,"29/2, Fazlan Complex, Next To ICICI Bank, Hulimavu Gate, Bannerghatta Road, Bangalore",Kabab Magic,No,No,3.7,311,Bannerghatta Road,"North Indian, Kebab, Chinese, Fast Food",200.0,Dine-out
1993,"48/4, Opposite Aikya Apartment, Chickamanahalli, Hulimavu, Bannerghatta Road, Bangalore",Triveni,Yes,No,3.6,33,Bannerghatta Road,"Andhra, North Indian, Chinese",300.0,Dine-out
1994,"54/55, 3rd Cross, Omkar Nagar, Arekere Gate, Bannerghatta Road, Bangalore",Drunken Monkey,Yes,No,4.4,288,Bannerghatta Road,"Beverages, Fast Food",200.0,Dine-out
1995,"21, Ground Floor, B.H.C.S.L Layout, Stage 2, Bannerghatta Road, Bangalore",Marwa Restaurant,Yes,Yes,3.5,551,Bannerghatta Road,"North Indian, Chinese, Fast Food, BBQ",300.0,Dine-out
1996,"1, Opposite British Biological, Arekere, Bannerghatta Road, Bangalore",Chow San,Yes,No,3.0,122,Bannerghatta Road,"Chinese, Thai, Momos",250.0,Dine-out
1997,"389, Opposite to Anand Valmar Apartments, Near Maruthi Dental College, Bannerghatta Road, Bangalore",Thalassery Food Court,No,No,3.1,4,Bannerghatta Road,"Kerala, North Indian, Chinese",250.0,Dine-out
1998,"#16 and #17, RR Commercial Complex, Begur-Hulimavu Road, Opposite Village Hypermarket & Andhra Bank, Akshay Nagar, Bannerghatta Road, Bangalore",Chicken County Restaurant,Yes,No,3.5,10,Bannerghatta Road,"North Indian, Chinese, Fast Food",200.0,Dine-out
1999,"Ground Floor 9/1, Basavalingappa Nagar, Billekalli Village, South Taluk, Bannerghatta Road, Bangalore",Thalassery Restaurant,Yes,No,0.0,0,Bannerghatta Road,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",300.0,Dine-out
2000,"197, Next to Reliance Mart, Opposite Accenture, Hulimaavu, Bannerghatta Road, Bangalore",Guru Garden,No,No,2.9,106,Bannerghatta Road,"North Indian, Chinese",225.0,Dine-out
2001,"Opposite AECS Magnolia School, Bannerghatta Road, Bangalore",Guru Paradise,No,Yes,2.9,200,Bannerghatta Road,"Chinese, South Indian, North Indian",500.0,Dine-out
2002,"70/71, Seetharam Complex, Bilekahalli, Bannerghatta Main Road, Bannerghatta Road, Bangalore",Status,Yes,No,3.2,66,Bannerghatta Road,"North Indian, Chinese",300.0,Dine-out
2003,"225-226, Above Canara Bank, Arakere Gate, Bannerghatta Road, Bangalore",Athithi,No,No,2.8,80,Bannerghatta Road,"Andhra, Biryani, Chinese, North Indian",325.0,Dine-out
2004,"225/226, Omkar Nagar, Arkere, Above Arekere Canara Bank, Bannerghatta Road, Bangalore",Shee-Sha Cafe,No,Yes,3.6,39,Bannerghatta Road,"Cafe, North Indian, Chinese, Continental",400.0,Dine-out
2005,"Opposite Bannerghatta National Park, Bannerghatta Road, Bangalore",Diletto,No,No,3.5,16,Bannerghatta Road,"North Indian, Chinese",400.0,Dine-out
2006,"500, 3rd Floor, 2nd Block, 2nd Phase, BTM Layout, 6th Stage, Bannerghatta Road, Bangalore",Terrace Lounge,No,No,3.6,25,Bannerghatta Road,"North Indian, Chinese, Seafood",800.0,Dine-out
2007,"Radiant Resort, 17, Mandi Layout, Krishna Reddy Colony, CK Palya Road, Bannerghatta Road, Bangalore",Utsav Restaurant,No,No,3.6,23,Bannerghatta Road,"North Indian, Chinese, Italian, South Indian",500.0,Dine-out
2008,"9/10/9 2nd Floor, Opposite SBI Bank, DLF Road, Bhagyalakshmi Avenue, Bannerghatta Road, Bangalore",Halli Sogasu,No,No,3.0,15,Bannerghatta Road,"South Indian, Andhra",300.0,Dine-out
2009,"173/218, GF, Opposite Ranka Colony, Bannerghatta Road, Bangalore",D2V Cafe,No,No,3.6,13,Bannerghatta Road,Cafe,350.0,Dine-out
2010,"9/1, Bilekahalli, Near IIM Bangalore, Bannerghatta Road, Bangalore",Northern Bites,Yes,No,3.3,50,Bannerghatta Road,"North Indian, Chinese",200.0,Dine-out
2011,"Opposite Ranka Colony, Off Bannerghatta Road, Bangalore",Bhaijaan Barbeques,Yes,No,3.4,8,South Bangalore,"Mughlai, Arabian, BBQ",100.0,Dine-out
2012,"8th Floor, Club House, SNN Raj Serenity Apartments, Koppa-Begur Main Road, Yelnahalli, Bannerghatta Road",Pepper Crown Restaurant,Yes,No,3.2,7,Bannerghatta Road,"Continental, North Indian, Chinese",350.0,Dine-out
2013,"16, Above Dominos Pizza, Arakere Gate, Bannerghatta Road, Bangalore",Zhangs Classic,Yes,No,2.6,170,Bannerghatta Road,"Italian, Chinese, Japanese",300.0,Dine-out
2014,"Near Vijayashree Hospital, Jyothi Nagar, Bohra Layout, Gottigere, Bannerghatta Road, Bangalore",Kanika Biryani Paradise,No,No,3.4,15,Bannerghatta Road,"North Indian, Andhra, Biryani",350.0,Dine-out
2015,"Royal Meenakshi Mall, Opposite Hyper City, Bannerghatta Road, Bangalore",Fresh Lemon Soda,No,No,3.1,5,Bannerghatta Road,"Beverages, Street Food",75.0,Dine-out
2016,"24, Akshaynagar , Near DLF New Town, Bannerghatta Road, Bangalore",Maruthi Bar & Restaurant,No,No,0.0,0,Bannerghatta Road,"Chinese, Seafood",400.0,Dine-out
2017,"204, Panduranga Nagar, Opposite HSBC, Bannerghatta Road, Bangalore",Coastal Inn,No,No,3.4,66,Bannerghatta Road,"Chinese, North Indian, Seafood",400.0,Dine-out
2018,"30, Syndicate Bank Colony, Next to BPL Arkere, Bannerghatta Road, Bangalore",Aishwarya Parkland,No,No,2.9,59,Bannerghatta Road,"Chinese, North Indian",250.0,Dine-out
2019,"225/226, Omkar Nagar, Arkere, Bannerghatta Road, Bangalore",Andhra Bhojanam,No,No,3.6,21,Bannerghatta Road,"North Indian, South Indian, Andhra",300.0,Dine-out
2020,"95, 4th Cross, Pai Layout, Hulimawu, Bannerghatta Road, Bangalore",Donne Biriyani Mane,No,No,3.2,7,Bannerghatta Road,Biryani,150.0,Dine-out
2021,"Akshay Nagar, Bannerghatta Road, Bangalore",Bella?s Kitchen,No,No,2.9,31,Bannerghatta Road,"Chinese, Seafood, North Indian",300.0,Dine-out
2022,"Doddakammanahalli Main Road, Near Aikya Apartment, Next to Chef & Butcher, Bannerghatta Road, Bangalore",Lalchee's Rasoi,No,No,3.6,162,Bannerghatta Road,"North Indian, Chinese",250.0,Dine-out
2023,"81/3, Hulimavu Road, Opposite Meenakshi Mall, Bannerghatta Road, Bangalore",Goli Vada Pav No 1,No,No,0.0,0,Bannerghatta Road,"Street Food, Burger",75.0,Dine-out
2024,"B/1, Beside Airtel Office, Ground Floor, KEB Colony, Bannerghatta Road, Bengaluru",Wellness Cafe,No,No,0.0,0,Bannerghatta Road,"Cafe, Healthy Food",200.0,Dine-out
2025,"154/9, Bannerghatta Main Rd",Aramane Restaurant,Yes,Yes,2.9,90,Bannerghatta Road,"North Indian, South Indian, Seafood, Biryani, Chinese",400.0,Dine-out
2026,"102, Bannerghatta Main Road, Himagiri Meadows, Kalena Agrahara, Bannerghatta Road, Bangalore",Dream's Kitchen,No,No,3.1,7,Bannerghatta Road,"North Indian, Andhra, Chinese",350.0,Dine-out
2027,"Chamundeshwari Layout, BG Road, Arekere, Bannerghatta Road, Bangalore",MOYASS,No,No,0.0,0,Bannerghatta Road,"South Indian, Kerala",300.0,Dine-out
2028,"Opposite Ranka Colony, Bilekahalli, Bannerghatta Road, Bangalore",Tandoor Hut,No,No,2.2,90,Bannerghatta Road,"North Indian, Chinese",375.0,Dine-out
2029,"6, 3rd Floor, Above Bandhan Bank, Gurupanapalya, Bannerghatta Road, Bangalore",Cafe Talk,No,No,3.3,14,Bannerghatta Road,"Cafe, Continental, North Indian, Bakery, Desserts",350.0,Dine-out
2030,"85/3, Chamundeshwari Layout, Arekere , Near Paramount Pilatus, Bannerghatta Road, Bangalore",Zaika Take Away,No,No,2.4,96,Bannerghatta Road,"North Indian, Chinese, Thai",250.0,Dine-out
2031,"A-3, Ranka Colony Road, Bilakhalli, Bannerghatta Road",Cafe Choco Craze,No,No,3.7,9,Bannerghatta Road,"Cafe, Fast Food, Desserts",200.0,Dine-out
2032,"Near SR Dental College, Opposite Himagri Meadow, Hulimavu, Bangalore",Thalassery Food Court,No,No,0.0,0,Bannerghatta Road,"Chinese, Kerala",250.0,Dine-out
2033,"189, Sampigehalli, National Park Road, Bannerghatta Road, Bangalore",Hotel Green Way,No,No,0.0,0,Bannerghatta Road,"North Indian, South Indian, Chinese",250.0,Dine-out
2034,"Shop 5, 36/1, Yelenahalli, Begur Koppa Road, Opposite Mahaveer Apartments, Suraksha Nagar, Bannerghatta Road, Bangalore",Hunger Restaurant,No,No,0.0,0,Bannerghatta Road,South Indian,250.0,Dine-out
2035,"E/1/146, E-147, Sri Annapurneswari Hotel, Arekere village, Begur Hobli, Bannerghatta Road, Bangalore",Sri Annapurneswari Hotel,Yes,No,0.0,0,Bannerghatta Road,"South Indian, Chinese",150.0,Dine-out
2036,"3, Industrial Area, Near Shoppers Stop, Bannerghatta Road, Bangalore",Swad Family Restaurant,No,No,0.0,0,Bannerghatta Road,"North Indian, Chinese",325.0,Dine-out
2037,"173, RR Complex, Devarachikanahlli Road, Bannerghatta Road, Bangalore",Tandoor Plaza,No,No,0.0,0,Bannerghatta Road,North Indian,250.0,Dine-out
2038,"3, Avani Shrungeri Nagar, 6th Stage, Bannerghatta Road, Bangalore",Sai Abhiruchi,No,No,0.0,0,Bannerghatta Road,"Andhra, North Indian, Biryani",400.0,Dine-out
2039,"958/60/A2A, Opposite BGS School, Hulimavu, Bannerghatta Road, Bangalore",A M Biryani Hotel,Yes,No,3.3,6,Bannerghatta Road,"North Indian, Chinese, Biryani, Fast Food",150.0,Dine-out
2040,"Near Royal Meenakshi Mall, Bannerghatta Road, Bangalore",Combo Studio,Yes,No,3.1,16,Bannerghatta Road,"North Indian, Biryani, Chinese",250.0,Dine-out
2041,"48/4, Opposite Aikya Apartments, Chickakammanahalli, Hulimavu, Bannerghatta Road, Bangalore",The Curry Hut Plus,Yes,No,3.4,116,Bannerghatta Road,"North Indian, South Indian, Chinese",200.0,Dine-out
2042,"Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Chai Point,Yes,No,3.6,132,Bannerghatta Road,"Tea, Beverages, Fast Food",125.0,Dine-out
2043,"Shop 4 & 5, Vajrappa Building , Shantiniketan Main Road, Arekere, Bannerghatta Road, Bangalore",Velvet Kitchen,Yes,No,3.5,15,Bannerghatta Road,"North Indian, Chinese",300.0,Dine-out
2044,"3, 1st Cross, Kalyani Kala Mandir, Bannerghatta Road, Bangalore",Ammi's Biryani,No,No,2.4,392,Bannerghatta Road,"Biryani, North Indian",250.0,Dine-out
2045,"32, R.R Commercial Complex, Begur-Hulimavu Road, Bannerghatta Road, Bangalore",Dine One One Restaurant,Yes,No,3.6,15,Bannerghatta Road,"South Indian, Continental, North Indian",250.0,Dine-out
2046,"1, Gottigere Main Road, Bannerghatta Road, Bangalore",Upahara Bhavan,Yes,No,3.8,55,Bannerghatta Road,"South Indian, North Indian, Chinese",150.0,Dine-out
2047,"Ground Floor, 148/1 and 148/2, Near HSBC, Bannerghatta Road, Bangalore",Wangs Kitchen,Yes,No,3.0,114,Bannerghatta Road,Chinese,500.0,Dine-out
2048,"204, Opposite HSBC Bank, 11th KM Stone, Bilekahalli, BG Road, Bannerghatta Road, Bangalore",Vasudev Adiga's,No,No,2.3,291,Bannerghatta Road,"South Indian, North Indian, Chinese, Street Food, Juices",125.0,Dine-out
2049,"No.16/30, Ground Floor, NS Palya, Bannerghatta Main Road, BTM layout, Bangalore",Fresh Kitchen,Yes,No,3.4,13,Bannerghatta Road,"North Indian, Chinese",300.0,Dine-out
2050,"1065/A, 5th Cross, 13th Main, 2nd Floor, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Ambara Gardenia,Yes,Yes,3.8,257,Bannerghatta Road,"Andhra, North Indian, Chinese, Seafood",400.0,Dine-out
2051,"941/1, Shop 4, Hulimavu Main Road, Bannerghatta Road, Bangalore",Bangalore Pantry,Yes,No,0.0,0,Bannerghatta Road,"Chinese, North Indian, Biryani, Arabian",200.0,Dine-out
2052,"19/3C, Avanishringeri Nagar, Nyanappanahalli Village, Bannerghatta Road, Bangalore",Krishna Kuteera,Yes,No,4.0,398,Bannerghatta Road,"South Indian, North Indian, Chinese",200.0,Dine-out
2053,"2/1, Bannerghatta Main Road, Bannerghatta Road, Bangalore",Madeena Hotel,Yes,No,3.9,50,Bannerghatta Road,"North Indian, Mughlai, Biryani",200.0,Dine-out
2054,"14/1/148/2A, Ground Floor, Near HSBC, Bannerghatta Road, Bangalore",California Burrito,No,No,4.0,177,Bannerghatta Road,"Mexican, Fast Food",200.0,Dine-out
2055,"202, 1st Main, 8th Cross, Lakshmi Layout, BTM Second Stage, N S Palya, Bannerghatta Road, Banglore",Biryani Nights,Yes,No,3.6,19,Bannerghatta Road,"South Indian, North Indian, Chinese",200.0,Dine-out
2056,"63, Ground Floor, Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",McDonald's,Yes,No,4.0,256,Bannerghatta Road,"Burger, Fast Food",250.0,Dine-out
2057,"22, Nyanapanahalli Main Road, Opposite Dominos Road, Before New DLF Township Circle, Bannerghatta Road, Bangalore",Kanteen The Eatery,Yes,No,3.9,78,Bannerghatta Road,North Indian,200.0,Dine-out
2058,"Shop 9, 1st Floor, SBI Building, New DLF New Town, Opposite Ample Mart, Bannerghatta Road, Bangalore",Punjabi Nawabi,Yes,No,3.8,312,Bannerghatta Road,North Indian,200.0,Dine-out
